partition_index,partition_id,calibration_condition_ids,evaluation_condition_ids,calibration_condition_count,evaluation_condition_count,fallback_calibration_count,specialist_calibration_count,fallback_evaluation_count,specialist_evaluation_count
184,partition_184_8bbf082e4c2b,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
185,partition_185_cb03661a11e6,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,6,4,5,1,3,1
186,partition_186_5e44714b7140,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
187,partition_187_7c866c19c1aa,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75,6,4,5,1,3,1
188,partition_188_fb5e5ca00a15,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5,6,4,5,1,3,1
189,partition_189_1d76a15aa8a7,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
190,partition_190_f1d7e63de267,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC75,6,4,5,1,3,1
191,partition_191_2787f2d37cdb,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5,6,4,5,1,3,1
192,partition_192_c6e86c97af12,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50,6,4,5,1,3,1
193,partition_193_87c26a7f62f3,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
194,partition_194_6d57fd69c4da,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC75,6,4,5,1,3,1
195,partition_195_05741b225256,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC62.5,6,4,5,1,3,1
196,partition_196_cefadf328a46,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50,6,4,5,1,3,1
197,partition_197_5263acf8cdd6,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5,6,4,5,1,3,1
198,partition_198_26be078f4f91,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC87.5,6,4,6,0,2,2
199,partition_199_dc5bf9437a94,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC75,6,4,6,0,2,2
200,partition_200_74db66604272,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC62.5,6,4,6,0,2,2
201,partition_201_7aa100c34764,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50,6,4,6,0,2,2
202,partition_202_f2bcaaba9252,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5,6,4,6,0,2,2
203,partition_203_7ad2a1643ddb,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25,6,4,6,0,2,2
204,partition_204_7d030a3dc9e9,NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
205,partition_205_898329cb6a93,NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC75,6,4,5,1,3,1
206,partition_206_cbe50bfbac52,NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC62.5,6,4,5,1,3,1
207,partition_207_03edecf590db,NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC50,6,4,5,1,3,1
208,partition_208_d24c39bded8b,NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC37.5,6,4,5,1,3,1
209,partition_209_862127b8a94a,NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25,6,4,5,1,3,1
210,partition_210_ba2b0194b2df,NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5,6,4,6,0,2,2
